SYMBOL,SERIES,Adjusted 52_Week_High,52_Week_High_Date,Adjusted 52_Week_Low,52_Week_Low_Date
NMDC,EQ,213.2,12-May-21,122,25-Mar-21
NOCIL,EQ,321.3,12-Oct-21,157.5,19-Mar-21
NOIDATOLL,EQ,10.25,12-Jan-22,5.2,24-Aug-21
NOVARTIND,EQ,1098,09-Jul-21,530.05,30-Mar-21
NPBET,EQ,228.89,27-Sep-21,163.65,19-Apr-21
NRAIL,EQ,361.15,13-Aug-21,193.85,22-Apr-21
NRBBEARING,EQ,189.7,07-Jan-22,96.5,27-Apr-21
NSIL,EQ,2166.65,29-Jul-21,947,24-Mar-21
NTPC,EQ,152.1,19-Oct-21,97.05,22-Apr-21
NUCLEUS,EQ,766,02-Jul-21,428.6,07-Mar-22
NURECA,EQ,2315,08-Oct-21,555.6,15-Mar-21
NUVOCO,EQ,577.9,06-Sep-21,295,24-Feb-22
NXTDIGITAL,EQ,548.5,14-May-21,333.3,25-Nov-21
NYKAA,EQ,2573.7,26-Nov-21,1219.05,22-Feb-22
OAL,EQ,1100,14-Sep-21,545.05,25-Mar-21
OBEROIRLTY,EQ,1051.9,03-Nov-21,515.1,23-Apr-21
OCCL,EQ,1323.9,02-Aug-21,766,07-Mar-22
OFSS,EQ,5145,19-Oct-21,3022.5,19-Mar-21
OIL,EQ,267.8,01-Oct-21,112,12-Apr-21
OILCOUNTUB,EQ,12.9,13-Oct-21,3.9,09-Mar-21
OLECTRA,EQ,941.2,16-Dec-21,166.1,07-Jun-21
OMAXAUTO,EQ,73.75,14-Jul-21,36.95,04-May-21
OMAXE,EQ,109.15,11-Feb-22,60,26-Apr-21
OMINFRAL,EQ,56.45,20-Jan-22,18.95,07-May-21
OMKARCHEM,EQ,47,13-Dec-21,7.65,09-Jul-21
ONELIFECAP,EQ,27.2,25-Aug-21,5.6,19-Apr-21
ONEPOINT,EQ,96.05,17-Jan-22,10.15,08-Mar-22
ONGC,EQ,194.95,08-Mar-22,97.45,12-Apr-21
ONMOBILE,EQ,175.3,03-Feb-22,87.8,31-Mar-21
ONWARDTEC,EQ,406.4,03-Feb-22,102.15,09-Mar-21
OPTIEMUS,EQ,407.65,26-Nov-21,114.15,13-Apr-21
ORBTEXP,EQ,134.8,03-Feb-22,55.4,05-Apr-21
ORCHPHARMA,EQ,2654.25,05-Apr-21,265,22-Feb-22
ORICONENT,EQ,45,31-Dec-21,17.2,30-Mar-21
ORIENTABRA,EQ,40.45,07-Feb-22,19.2,05-Apr-21
ORIENTALTL,BE,16.95,10-Jan-22,5.05,12-Apr-21
ORIENTBELL,EQ,669.75,28-Feb-22,201.55,01-Apr-21
ORIENTCEM,EQ,185.55,08-Nov-21,93,19-Mar-21
ORIENTELEC,EQ,408,30-Nov-21,263.5,03-May-21
ORIENTHOT,EQ,62,20-Jan-22,21.65,19-Apr-21
ORIENTLTD,EQ,122.9,09-Jun-21,53.1,07-Mar-22
ORIENTPPR,EQ,39.4,10-Nov-21,21.35,22-Apr-21
ORISSAMINE,EQ,3802,17-Jun-21,2200,20-Dec-21
ORTINLAB,EQ,52.25,18-Jun-21,21.4,15-Apr-21
OSWALAGRO,EQ,45.5,11-Jan-22,8.2,20-Apr-21
PAGEIND,EQ,45600,17-Jan-22,27500,09-Mar-21
PAISALO,EQ,1143,18-Oct-21,560,20-Aug-21
PALASHSECU,BE,114.55,04-Mar-22,44.65,30-Mar-21
PALREDTEC,BE,351.65,01-Feb-22,83.75,19-Mar-21
PANACEABIO,EQ,449,28-May-21,165.3,23-Nov-21
PANACHE,EQ,94.8,06-Jul-21,39.9,24-Feb-22
PANAMAPET,EQ,333,10-Jan-22,135,12-Apr-21
PANSARI,EQ,225.1,08-Dec-21,57.75,19-Oct-21
PAR,EQ,310.6,12-Oct-21,131.75,07-Mar-22
PARACABLES,BE,24.4,14-Jul-21,8.05,19-Mar-21
PARAGMILK,EQ,159.9,12-Nov-21,94,25-Mar-21
PARAS,EQ,1258.2,25-Oct-21,460,01-Oct-21
PARSVNATH,BE,27.15,28-Dec-21,7,23-Apr-21
PASUPTAC,EQ,57.6,10-Jan-22,28.05,29-Nov-21
PATELENG,BE,34.95,30-Dec-21,11.15,15-Apr-21
PATINTLOG,EQ,20.35,19-Jan-22,8.9,31-Mar-21
PAYTM,EQ,1955,18-Nov-21,728.05,08-Mar-22
PBAINFRA,EQ,22.05,28-Jun-21,7.15,31-May-21
PCBL,EQ,254.5,18-Jan-22,178,24-Feb-22
PCJEWELLER,EQ,32.95,12-Mar-21,18.8,24-Feb-22
PDMJEPAPER,EQ,50.9,06-Oct-21,21.5,20-Apr-21
PDSL,EQ,1749.6,17-Feb-22,1470.3,24-Feb-22
PEARLPOLY,EQ,24.95,16-Dec-21,13.5,12-Apr-21
PEL,EQ,3014.95,07-Oct-21,1607.1,12-Apr-21
PENIND,EQ,48,20-Jan-22,16.2,31-Mar-21
PENINLAND,BE,19.45,15-Dec-21,5.65,16-Mar-21
PERSISTENT,EQ,4987.5,03-Jan-22,1695.6,09-Mar-21
PETRONET,EQ,256.5,09-Mar-21,190.25,24-Feb-22
PFC,EQ,153.75,18-Oct-21,104.1,12-Apr-21
PFIZER,EQ,6175,09-Sep-21,4180,24-Feb-22
PFOCUS,EQ,98.95,08-Feb-22,48.45,11-Aug-21
PFS,EQ,25.95,19-Jan-22,15,08-Mar-22
PGEL,EQ,871.45,07-Jan-22,288.5,20-Apr-21
PGHH,EQ,16448.7,20-Jan-22,12110,30-Mar-21
PGHL,EQ,6786.3,09-Mar-21,4400,08-Mar-22
PGIL,EQ,575,02-Feb-22,162.4,09-Mar-21
PHOENIXLTD,EQ,1195,16-Nov-21,652.8,19-Mar-21
PIDILITIND,EQ,2764.7,13-Jan-22,1681,19-Mar-21
PIIND,EQ,3534.9,14-Sep-21,2123,19-Mar-21
PILANIINVS,EQ,2250,29-Nov-21,1536,30-Mar-21
PILITA,BE,19.2,01-Apr-21,5.9,24-Aug-21
PIONDIST,EQ,209.4,09-Nov-21,98.05,19-Apr-21
PIONEEREMB,EQ,79.7,02-Aug-21,37,19-Mar-21
PITTIENG,EQ,299,21-Jan-22,62,22-Apr-21
PKTEA,BE,384.9,02-Jul-21,190.1,20-Apr-21
PLASTIBLEN,EQ,306,15-Sep-21,193.1,24-Feb-22
PNB,EQ,48.2,18-Oct-21,31.75,24-Feb-22
PNBGILTS,EQ,94.65,03-Jun-21,46.5,19-Mar-21
PNBHOUSING,EQ,925,08-Jun-21,350,22-Apr-21
PNC,EQ,72,12-Jan-22,21.2,15-Mar-21
PNCINFRA,EQ,395.9,13-Oct-21,217.2,06-May-21
PODDARHOUS,EQ,313,11-Feb-22,141.75,19-May-21
PODDARMENT,EQ,433.85,26-Jul-21,184.85,25-Mar-21
POKARNA,EQ,840.55,31-Jan-22,197,19-Mar-21
POLICYBZR,EQ,1470,17-Nov-21,618,24-Feb-22
POLYCAB,EQ,2771.75,18-Jan-22,1126.1,24-Mar-21
POLYMED,EQ,1165,24-May-21,685.6,22-Feb-22
POLYPLEX,EQ,2149.9,10-Feb-22,780.1,13-Apr-21
PONNIERODE,EQ,380,30-Jun-21,144.25,24-Mar-21
POONAWALLA,EQ,302.9,11-Jan-22,101.55,31-Mar-21
POWERGRID,EQ,223.4,08-Mar-22,148.88,12-Apr-21
POWERINDIA,EQ,4042.6,03-Mar-22,1265.3,19-Mar-21
POWERMECH,EQ,1095,18-Oct-21,501.35,19-Mar-21
PPAP,EQ,339.4,29-Jul-21,173.65,03-May-21
PPL,EQ,194.7,24-Jun-21,112.25,19-Mar-21
PRAENG,BE,31.05,04-Aug-21,7.25,16-Apr-21
PRAJIND,EQ,448,03-Feb-22,151.85,18-Mar-21
PRAKASH,EQ,104.75,11-May-21,50.1,06-Dec-21
PRAKASHSTL,EQ,9.75,12-Jan-22,0.7,29-Apr-21
PRAXIS,EQ,76.3,31-Jan-22,28.4,07-Sep-21
PRECAM,EQ,189.75,08-Feb-22,38,19-Mar-21
PRECOT,EQ,400,18-Jan-22,95.35,10-Mar-21
PRECWIRE,BE,130.95,20-Jan-22,35.3,22-Apr-21
PREMEXPLN,EQ,347.9,07-Mar-22,134.05,18-Jun-21
PREMIER,BE,13.3,21-Dec-21,1.9,28-Apr-21
PREMIERPOL,EQ,113.8,28-Jul-21,33.55,13-Apr-21
PRESSMN,EQ,53.5,27-Jan-22,20.4,19-Apr-21
PRESTIGE,EQ,554.9,18-Jan-22,263,03-May-21
PRICOLLTD,EQ,139.5,21-Jan-22,60,19-Mar-21
PRIMESECU,EQ,132.55,09-Nov-21,40,18-May-21
PRINCEPIPE,EQ,897,09-Nov-21,385,19-Mar-21
PRITI,EQ,78.9,07-Mar-22,69.05,02-Mar-22
PRITIKAUTO,EQ,22.8,31-Aug-21,13.75,30-Aug-21
PRIVISCL,EQ,2249,17-Jan-22,608,09-Mar-21
PROZONINTU,BE,56.35,14-Jun-21,14.15,08-Apr-21
PRSMJOHNSN,EQ,160,17-Jan-22,109.9,07-Mar-22
PSB,EQ,22.7,30-Jun-21,14.6,24-Feb-22
PSPPROJECT,EQ,639.3,01-Feb-22,397,02-Jun-21
PSUBNKBEES,EQ,35.8,26-Oct-21,20.1,23-Apr-21
PTC,EQ,144.4,19-Oct-21,74.6,09-Mar-21
PTL,EQ,40.4,27-Dec-21,17.78,19-Apr-21
PUNJABCHEM,EQ,1933.7,31-Aug-21,839.75,20-Apr-21
PUNJLLOYD,BZ,4.5,29-Dec-21,1.2,09-Apr-21
PURVA,EQ,166.5,09-Nov-21,63.8,28-Apr-21
PVP,BE,9.8,07-Jan-22,4.2,22-Sep-21
PVR,EQ,1839,08-Nov-21,988.35,19-Apr-21
QGOLDHALF,EQ,47.92,09-Mar-22,36.05,16-Dec-21
QGOLDHINAV,EQ,-1,-,-1,-
QNIFTY,EQ,2222.95,21-Jan-22,1472,22-Apr-21
QUESS,EQ,989.9,17-Sep-21,527.4,08-Mar-22
QUICKHEAL,EQ,318.9,03-Aug-21,170.5,24-Feb-22
RADAAN,BE,2.1,20-Jan-22,0.7,25-Mar-21
RADICO,EQ,1294,05-Jan-22,494,19-Apr-21
RADIOCITY,EQ,29.6,15-Jun-21,21.85,07-Mar-22
RAILTEL,EQ,164.6,10-Jun-21,87.2,07-Mar-22
RAIN,EQ,272.75,02-Aug-21,137.6,25-Mar-21
RAJESHEXPO,EQ,994.7,17-Jan-22,470.9,23-Mar-21
RAJMET,EQ,304,02-Mar-22,54.67,16-Apr-21
RAJRATAN,BE,3049.9,14-Jan-22,621.25,10-Mar-21
RAJSREESUG,BE,39.95,16-Dec-21,16.55,22-Apr-21
RAJTV,BE,66.7,01-Jul-21,29.65,15-Apr-21
RALLIS,EQ,362.6,18-Jun-21,227.3,24-Feb-22
RAMANEWS,EQ,27.7,02-Aug-21,13.4,19-Apr-21
RAMASTEEL,EQ,454.3,10-Jan-22,66.25,19-Mar-21
RAMCOCEM,EQ,1132.7,27-Jul-21,690.45,08-Mar-22
RAMCOIND,EQ,366.65,26-Jul-21,205.05,24-Feb-22
RAMCOSYS,EQ,687.25,16-Jul-21,274.65,24-Feb-22
RAMKY,EQ,258.5,18-Jan-22,59.6,22-Apr-21
RANASUG,EQ,38.3,14-Jul-21,7.55,22-Mar-21
RANEENGINE,EQ,386.4,13-Jul-21,241.2,24-Feb-22
RANEHOLDIN,EQ,782.75,26-Jul-21,543,07-May-21
RATEGAIN,EQ,525,18-Jan-22,275.2,07-Mar-22
RATNAMANI,EQ,2335.1,02-Mar-22,1752.25,14-May-21
RAYMOND,EQ,819,27-Jan-22,298.9,23-Apr-21
RBA,EQ,138.95,17-Feb-22,95,24-Feb-22
RBL,EQ,1209,14-Jul-21,577,07-Mar-22
RBLBANK,EQ,253.7,09-Mar-21,118.1,07-Mar-22
RCF,EQ,90.45,12-Mar-21,66,29-Nov-21
RCOM,BE,5.05,24-Jun-21,1.5,28-Apr-21
RECLTD,EQ,168.85,14-Oct-21,116.6,24-Feb-22
REDINGTON,EQ,179.2,17-Jan-22,73.55,24-Mar-21
REFEX,EQ,173.4,14-Sep-21,75.45,19-Mar-21
RELAXO,EQ,1448,04-Nov-21,821,17-Mar-21
RELCAPITAL,EQ,30.65,24-Jun-21,9.3,26-Apr-21
RELIANCE,EQ,2751.35,19-Oct-21,1876.7,22-Apr-21
RELIGARE,EQ,194.8,24-Sep-21,77.55,19-Mar-21
RELINFRA,EQ,150,10-Feb-22,31.15,19-Mar-21
REMSONSIND,EQ,314.7,06-Jul-21,126.5,24-Mar-21
RENUKA,EQ,47.75,06-Jul-21,9.1,31-Mar-21
REPCOHOME,EQ,430,14-Jun-21,165.5,08-Mar-22
REPL,EQ,280,16-Jun-21,177.7,19-Mar-21
REPRO,EQ,679.2,01-Nov-21,326.15,19-Apr-21
RESPONIND,EQ,215,07-Feb-22,90.3,29-Nov-21
REVATHI,EQ,958.8,17-Jan-22,457.2,30-Mar-21
RGL,EQ,1090.9,03-Jan-22,281.55,31-Mar-21
RHFL,BE,6.75,12-Jan-22,2.25,20-Apr-21
RHIM,EQ,564,17-Feb-22,219.95,25-Mar-21
RICOAUTO,EQ,62.4,30-Jul-21,33,08-Mar-22
RIIL,EQ,1032.6,11-Jan-22,347,22-Apr-21
RITES,EQ,317.9,25-Oct-21,232.2,19-Apr-21
RKDL,EQ,19.7,26-Jul-21,7,19-Apr-21
RKEC,EQ,117,12-Jul-21,46.6,24-Feb-22
RKFORGE,EQ,1260,11-Oct-21,480.95,18-Mar-21
RMCL,BZ,4.5,13-Jan-22,1.9,06-Dec-21
RML,EQ,486,03-Aug-21,311.25,20-Dec-21
RNAVAL,BZ,6.95,24-Jun-21,2.65,17-Aug-21
ROHITFERRO,BE,59.15,12-Jan-22,1.3,20-Apr-21
ROHLTD,EQ,113.4,27-Sep-21,52.75,05-Apr-21
ROLEXRINGS,EQ,1394,11-Jan-22,994.8,29-Nov-21
ROLLT,BE,4.6,24-Dec-21,2,27-Sep-21
ROLTA,BE,10.05,06-Jul-21,3.15,01-Apr-21
ROML,EQ,150.35,16-Sep-21,51.1,20-Aug-21
ROSSARI,EQ,1619,12-Oct-21,890,07-Mar-22
ROSSELLIND,EQ,212,03-Aug-21,98.25,19-Apr-21
ROUTE,EQ,2389,12-Oct-21,1395,24-Feb-22
RPGLIFE,EQ,752.45,21-Sep-21,359.75,30-Mar-21
RPOWER,EQ,19.25,08-Feb-22,4.15,13-Apr-21
RPPINFRA,EQ,78.65,17-Sep-21,29.38,19-Apr-21
RPPL,EQ,284,27-Dec-21,147.15,07-Mar-22
RPSGVENT,EQ,1144.9,20-Sep-21,316.25,09-Mar-21
RSSOFTWARE,EQ,52,07-Jan-22,23.8,31-Mar-21
RSWM,EQ,546.9,18-Jan-22,169.5,26-Apr-21
RSYSTEMS,EQ,354.95,17-Jan-22,109,13-Apr-21
RTNINDIA,EQ,71,28-Jul-21,4.55,06-Apr-21
RTNPOWER,BE,9.7,06-Jul-21,2.4,20-Apr-21
RUBYMILLS,EQ,441.7,09-Feb-22,156,30-Apr-21
RUCHI,EQ,1376.7,09-Jun-21,629.15,31-Mar-21
RUCHINFRA,BE,14.6,12-Jan-22,5.5,23-Apr-21
RUCHIRA,EQ,105.75,14-Jul-21,56.5,20-Apr-21
RUPA,EQ,561.1,21-Jan-22,289.5,03-May-21
RUSHIL,EQ,444.4,17-Feb-22,173.6,03-May-21
RVHL,EQ,34.8,03-Jan-22,15.05,01-Apr-21
RVNL,EQ,44.8,25-Oct-21,26.35,23-Apr-21
S&SPOWER,BE,38.65,15-Nov-21,18.35,11-Aug-21
SABEVENTS,BE,23.25,06-Jan-22,1,19-Mar-21
SADBHAV,EQ,96.5,30-Jun-21,28.1,24-Feb-22
SADBHIN,EQ,41.6,05-Jul-21,9.6,24-Feb-22
SAFARI,EQ,1051.05,08-Feb-22,542.05,15-Apr-21
SAGARDEEP,BE,77.75,21-Feb-22,26,30-Nov-21
SAGCEM,EQ,317,17-Aug-21,139.13,25-Mar-21
SAIL,EQ,151.3,10-May-21,67.1,19-Mar-21
SAKAR,EQ,212,03-Aug-21,89.75,12-Mar-21
SAKHTISUG,BE,22.95,13-Jul-21,8.55,25-Mar-21
SAKSOFT,EQ,1175,13-Jan-22,348.5,09-Mar-21
SAKUMA,EQ,15.8,14-Dec-21,4.05,31-Mar-21
SALASAR,EQ,372,13-Jul-21,170.43,30-Mar-21
SALONA,EQ,350,18-Jan-22,73.3,19-Apr-21
SALSTEEL,EQ,17.6,05-Aug-21,2.95,01-Apr-21
SALZERELEC,EQ,264.3,10-Jan-22,115.55,22-Apr-21
SAMBHAAV,BE,7.75,12-Jan-22,1.9,01-Apr-21
SANCO,BE,23.65,12-Jan-22,6.9,31-Mar-21
SANDESH,EQ,1084.7,14-Jul-21,625.2,19-Apr-21
SANDHAR,EQ,333,15-Sep-21,174.5,23-Apr-21
SANGAMIND,EQ,419.8,24-Jan-22,72.25,30-Mar-21
SANGHIIND,EQ,84.9,09-Aug-21,39.1,19-Mar-21
SANGHVIMOV,EQ,262.7,10-Jan-22,96.95,05-Apr-21
SANGINITA,EQ,47.2,08-Oct-21,18,01-Apr-21
SANOFI,EQ,9285,10-Aug-21,6945,27-Jan-22
SANSERA,EQ,889,17-Nov-21,597.55,09-Mar-22
SANWARIA,BZ,1.85,13-Jan-22,0.55,10-May-21
SAPPHIRE,EQ,1540,14-Feb-22,974.45,30-Nov-21
SARDAEN,EQ,1002.2,03-Mar-22,353,10-Mar-21
SAREGAMA,BE,5505.85,03-Jan-22,1345.9,19-Mar-21
SARLAPOLY,EQ,78.5,28-Jan-22,23.65,19-Apr-21
SASKEN,EQ,1525,21-Oct-21,805.1,19-Mar-21
SASTASUNDR,EQ,580,10-Jan-22,109,31-Mar-21
SATIA,EQ,118,08-Jul-21,73,26-Mar-21
SATIN,BE,115.3,15-Dec-21,61.85,29-Nov-21
SBC,BE,208.55,11-Jan-22,5.75,09-Mar-22
SBCL,EQ,508.75,10-Feb-22,115.1,02-Jul-21
SBICARD,EQ,1165,01-Sep-21,712.25,07-Mar-22
SBIETFCON,EQ,77.31,29-Nov-21,58.55,23-Feb-22
SBIETFIT,EQ,428.7,04-Jan-22,215,03-May-21
SBIETFPB,EQ,222,03-Nov-21,163.11,19-Apr-21
SBIETFQLTY,EQ,164.98,24-Sep-21,122.1,03-May-21
SBILIFE,EQ,1293.25,17-Jan-22,861,25-Mar-21
SBIN,EQ,549,07-Feb-22,321.3,19-Apr-21
SCAPDVR,EQ,20.1,07-Oct-21,1.55,30-Mar-21
SCHAEFFLER,EQ,9700,18-Jan-22,1598,16-Feb-22
SCHAND,EQ,148,03-Aug-21,90.05,06-May-21
SCHNEIDER,EQ,147.15,29-Jul-21,87.3,22-Apr-21
SCI,EQ,160.2,02-Dec-21,93.15,23-Aug-21
SDBL,EQ,59.01,26-Jul-21,27.18,19-Apr-21
SEAMECLTD,EQ,1306,10-Feb-22,342.9,18-May-21
SECURKLOUD,EQ,243.75,07-Oct-21,76.05,31-Mar-21
SEJALLTD,BE,225.3,09-Mar-22,13,13-Dec-21
SELAN,EQ,179.7,24-Jun-21,115,19-Apr-21
SELMC,EQ,395.25,09-Mar-22,4.95,28-Oct-21
SEPC,EQ,8.3,09-Mar-22,7.95,09-Mar-22
SEPOWER,BE,63.45,12-Jan-22,3.4,23-Apr-21
SEQUENT,EQ,336.5,29-Jun-21,121,07-Mar-22
SERVOTECH,BE,121,10-Feb-22,17.95,02-Nov-21
SESHAPAPER,EQ,228.8,15-Jul-21,133.6,24-Feb-22
SETCO,EQ,25.2,06-Jul-21,13.5,19-Apr-21
SETF10GILT,EQ,237.98,31-Aug-21,184.7,24-Feb-22
SETFGOINAV,EQ,-1,-,-1,-
SETFGOLD,EQ,49.91,02-Mar-22,39.35,31-Mar-21
SETFNIF50,EQ,196.54,22-Oct-21,141,10-May-21
SETFNIFBK,EQ,420,26-Oct-21,303.6,19-Apr-21
SETFNN50,EQ,468.6,19-Oct-21,340.12,19-Mar-21
SETUINFRA,BE,4.25,24-Jan-22,0.65,12-May-21
SEYAIND,BZ,85,22-Jul-21,40.25,25-Feb-22
SFL,EQ,3959.5,12-Jan-22,1930,30-Mar-21
SGIL,EQ,243,18-Jan-22,135.9,27-Oct-21
SGL,EQ,38.8,28-Jan-22,7.2,16-Mar-21
SHAHALLOYS,EQ,87.4,09-Mar-22,7.45,09-Mar-21
SHAKTIPUMP,EQ,910,08-Jun-21,457.5,16-Mar-21
SHALBY,EQ,214.4,10-Aug-21,96.1,19-Mar-21
SHALPAINTS,EQ,151,19-Jan-22,83,20-Apr-21
SHANKARA,EQ,752.2,28-Feb-22,359.25,22-Apr-21
SHANTI,BE,29.8,18-Oct-21,17,25-Feb-22
SHANTIGEAR,EQ,211.35,04-Aug-21,120.5,19-Mar-21
SHARDACROP,EQ,673,07-Feb-22,274.15,16-Apr-21
SHARDAMOTR,EQ,954.9,29-Dec-21,324.9,05-May-21
SHAREINDIA,EQ,1368.85,27-Jan-22,240,19-Mar-21
SHARIABEES,EQ,520,27-Sep-21,346.2,26-Mar-21
SHEMAROO,EQ,180.95,27-May-21,64.35,06-Apr-21
SHIL,EQ,484.7,09-Nov-21,245.5,19-Mar-21
SHILPAMED,EQ,670.4,22-Jul-21,311.6,19-Mar-21
SHIVALIK,EQ,1195,06-Jan-22,795.05,24-Feb-22
SHIVAMAUTO,EQ,44.7,11-Jan-22,14.11,13-Apr-21
SHIVAMILLS,EQ,204.8,21-Jan-22,40.05,19-Apr-21
SHIVATEX,EQ,321.75,20-Jan-22,126,22-Apr-21
SHK,EQ,207.45,10-Nov-21,106,19-Mar-21
SHOPERSTOP,EQ,425,21-Jan-22,174.1,19-Apr-21
SHRADHA,EQ,80,24-Jan-22,35.5,22-Apr-21
SHREDIGCEM,EQ,97.8,29-Jul-21,47.1,25-Feb-22
SHREECEM,EQ,32048,08-Apr-21,21650,07-Mar-22
SHREEPUSHK,EQ,274.9,06-Oct-21,131.65,10-Mar-21
SHREERAMA,BE,23.5,05-Jan-22,9,22-Apr-21
SHRENIK,BE,4.6,12-Jan-22,1.4,30-Sep-21
SHREYANIND,EQ,152,28-Jul-21,79,19-Apr-21
SHREYAS,EQ,448.2,07-Oct-21,68.3,31-Mar-21
SHRIPISTON,BE,1113.75,30-Jul-21,675,04-Mar-22
SHRIRAMCIT,EQ,2602,14-Sep-21,1324.95,30-Mar-21
SHRIRAMPPS,EQ,115.75,20-Jan-22,76.2,24-Feb-22
SHYAMCENT,EQ,21.8,02-Feb-22,5,20-Apr-21
SHYAMMETL,EQ,461.15,20-Jul-21,289.15,24-Feb-22
SHYAMTEL,BE,17.85,22-Dec-21,8.25,15-Sep-21
SICAL,BE,23.75,19-Oct-21,8.6,26-Mar-21
SIEMENS,EQ,2576.85,13-Dec-21,1717.8,12-Apr-21
SIGACHI,EQ,634,17-Nov-21,275,24-Feb-22
SIGIND,EQ,69.45,28-Jan-22,26.4,22-Apr-21
SIKKO,EQ,79.65,15-Nov-21,38.6,22-Oct-21
SIL,BE,21.45,16-Mar-21,11.8,04-Mar-22
SILGO,EQ,66.7,25-Mar-21,25.05,07-Mar-22
SILINV,EQ,390.1,23-Feb-22,172.1,20-Apr-21
SILLYMONKS,EQ,32.8,12-Nov-21,17.15,04-Nov-21
SILVER,EQ,76.8,07-Mar-22,63.2,03-Feb-22
SIMBHALS,EQ,44.45,14-Jul-21,6.4,25-Mar-21
SIMPLEXINF,EQ,56.5,30-Jun-21,27.7,23-Apr-21
SINTERCOM,EQ,108,18-Jan-22,61.2,04-May-21
SINTEX,EQ,20.35,04-Jan-22,3.25,07-May-21
SIRCA,EQ,625,02-Dec-21,283,11-Aug-21
SIS,EQ,560,08-Feb-22,353.85,29-Apr-21
SITINET,BE,5.55,12-Jan-22,0.7,22-Apr-21
SIYSIL,EQ,531.6,03-Feb-22,182,05-Apr-21
SJS,EQ,551,15-Nov-21,339.5,27-Dec-21
SJVN,EQ,33.75,18-Oct-21,24.5,12-Apr-21
SKFINDIA,EQ,4239.95,15-Dec-21,2051.05,19-Mar-21
SKIPPER,EQ,98.35,22-Jul-21,49.5,12-Apr-21
SKMEGGPROD,EQ,99.5,23-Jun-21,42.15,19-Apr-21
SMARTLINK,EQ,254.35,04-Jan-22,78.1,20-Apr-21
SMCGLOBAL,EQ,104.75,19-Jul-21,65.8,28-May-21
SMLISUZU,EQ,845,11-Nov-21,430,12-Apr-21
SMLT,EQ,144,09-Dec-21,89.9,25-Nov-21
SMSLIFE,EQ,1024.9,28-Oct-21,469.75,25-Mar-21
SMSPHARMA,EQ,198.8,05-Aug-21,81.1,08-Mar-22
SNOWMAN,EQ,59.7,09-Jun-21,31.1,24-Feb-22
SOBHA,EQ,1044.95,19-Jan-22,419.45,05-Apr-21
SOFTTECH,EQ,140.95,25-Feb-22,103.55,08-Mar-22
SOLARA,EQ,1859.95,19-May-21,606,15-Feb-22
SOLARINDS,EQ,2938,24-Nov-21,1200,03-May-21
SOMANYCERA,EQ,970,17-Nov-21,400,25-Mar-21
SOMATEX,BE,13.75,17-Nov-21,4.55,13-Apr-21
SOMICONVEY,EQ,68.25,03-Sep-21,30,09-Mar-21
SONACOMS,EQ,839.9,14-Dec-21,295,24-Jun-21
SONATSOFTW,EQ,1024.9,20-Oct-21,452.6,19-Mar-21
SORILINFRA,EQ,187.75,12-Mar-21,67.55,24-Feb-22
SOTL,EQ,1830,09-Aug-21,932,07-Mar-22
SOUTHBANK,EQ,13.95,22-Jun-21,7.55,19-Apr-21
SOUTHWEST,EQ,249,18-Feb-22,33.85,11-May-21
SPAL,EQ,530.9,03-Feb-22,141.55,22-Apr-21
SPANDANA,EQ,820,04-Jun-21,323,08-Mar-22
SPARC,EQ,349,02-Feb-22,141,31-Mar-21
SPECIALITY,EQ,161.3,21-Feb-22,35.25,05-Apr-21
SPENCERS,EQ,144.3,11-Nov-21,65.7,19-Apr-21
SPENTEX,BZ,4.5,04-Jan-22,0.7,05-May-21
SPIC,EQ,68.45,16-Jul-21,27.05,19-Apr-21
SPICEJET,EQ,87.3,24-Nov-21,53.25,07-Mar-22
SPLIL,EQ,75.5,20-Jan-22,30.2,09-Apr-21
SPMLINFRA,BE,64,10-Feb-22,8.05,22-Apr-21
SPTL,BE,15.3,29-Nov-21,2.95,19-Apr-21
SREEL,EQ,238,11-Jun-21,135.25,29-Apr-21
SREINFRA,EQ,18.35,23-Jun-21,3.7,29-Oct-21
SRF,EQ,2680,14-Jan-22,1026.21,19-Mar-21
SRHHYPOLTD,EQ,459.4,21-Feb-22,228.3,25-Mar-21
SRPL,BE,124.8,02-Mar-22,25.75,30-Mar-21
SRTRANSFIN,EQ,1696.4,09-Nov-21,1002,08-Mar-22
SSWL,EQ,979.2,27-Aug-21,312.5,25-Mar-21
STAR,EQ,947,23-Apr-21,304.2,04-Mar-22
STARCEMENT,EQ,120,16-Aug-21,85.5,08-Mar-22
STARHEALTH,EQ,940,10-Dec-21,583.6,04-Mar-22
STARPAPER,EQ,181.7,07-Jul-21,108.35,19-Apr-21
STCINDIA,EQ,138.8,08-Jun-21,66.75,08-Apr-21
STEELCAS,EQ,341.05,28-Jan-22,238,22-Feb-22
STEELCITY,EQ,98.7,20-Jul-21,32.55,19-Mar-21
STEELXIND,BE,262.6,14-Jan-22,51.05,19-Mar-21
STEL,EQ,216,24-Sep-21,71.5,22-Apr-21
STERTOOLS,EQ,254.05,02-Aug-21,129.95,24-Feb-22
STLTECH,EQ,318,03-Aug-21,170.05,24-Feb-22
STOVEKRAFT,EQ,1133.7,18-Oct-21,406.1,19-Mar-21
STYLAMIND,EQ,1419.9,05-Aug-21,861.1,14-Feb-22
SUBCAPCITY,BE,57.95,09-Mar-22,14.7,23-Apr-21
